,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
2548,0.0,data0,Difficulties in daily life,E07000175,Newark and Sherwood,98.42222,99.14554,99.09281,85.41619,95.42857,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-2.9936500000000024,10.012379999999993
2562,0.0,data0,Difficulties in daily life,E07000176,Rushcliffe,113.1628,104.844,105.579,106.0598,107.8593,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-5.3035,1.799500000000009
2576,0.0,data0,Difficulties in daily life,E07000177,Cherwell,97.34974,102.6307,107.0455,102.8492,100.5699,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,3.220160000000007,-2.279299999999992
2590,0.0,data0,Difficulties in daily life,E07000178,Oxford,106.9679,103.0556,100.213,111.9664,102.962,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-4.005899999999997,-9.00439999999999
2604,0.0,data0,Difficulties in daily life,E07000179,South Oxfordshire,106.9345,98.89421,99.71658,111.8804,120.6881,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,13.753600000000006,8.807700000000011
2618,0.0,data0,Difficulties in daily life,E07000180,Vale of White Horse,97.77383,107.579,104.1612,110.6885,107.9821,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,10.208269999999999,-2.706400000000002
2632,0.0,data0,Difficulties in daily life,E07000181,West Oxfordshire,110.6743,100.2346,105.8316,107.3233,109.642,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.0323000000000064,2.3186999999999927
2646,0.0,data0,Difficulties in daily life,E07000187,Mendip,88.31184,100.757,99.26209,105.2546,108.1895,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,19.87765999999999,2.934899999999999
2660,0.0,data0,Difficulties in daily life,E07000188,Sedgemoor,93.75941,95.36065,80.25263,100.4878,90.09498,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,-3.664429999999996,-10.392819999999986
2674,0.0,data0,Difficulties in daily life,E07000189,South Somerset,92.8937,102.0984,108.6872,106.2277,98.96647,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,6.0727700000000056,-7.261229999999998
