,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
2578,2.0,data2,Mortality,E07000177,Cherwell,107.4265,106.9103,107.9667,108.1373,110.3262,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,2.8996999999999957,2.188900000000004
2592,2.0,data2,Mortality,E07000178,Oxford,105.8409,106.1738,104.6466,105.0502,104.9535,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-0.8873999999999995,-0.09669999999999845
2606,2.0,data2,Mortality,E07000179,South Oxfordshire,114.2809,115.7577,117.0298,117.1618,117.1746,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,2.8936999999999955,0.01279999999999859
2620,2.0,data2,Mortality,E07000180,Vale of White Horse,111.2438,115.5779,115.2426,116.3364,117.0965,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,5.852700000000013,0.7601000000000084
2634,2.0,data2,Mortality,E07000181,West Oxfordshire,110.7227,113.1125,111.1918,114.2761,114.1566,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,3.433899999999994,-0.11950000000000216
2648,2.0,data2,Mortality,E07000187,Mendip,107.5876,110.2702,109.8939,110.4769,109.7895,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,2.201900000000009,-0.6873999999999967
2662,2.0,data2,Mortality,E07000188,Sedgemoor,100.9735,103.8821,105.9146,106.3741,105.0357,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,4.062200000000004,-1.338399999999993
2676,2.0,data2,Mortality,E07000189,South Somerset,106.9576,106.5684,106.9072,108.7743,109.7438,,,,,,,,,,,,,,,,,,,,,,E12000009,South West,2.786199999999994,0.9694999999999965
2690,2.0,data2,Mortality,E07000192,Cannock Chase,93.40183,93.06492,93.4146,95.90646,95.54975,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,2.147919999999999,-0.35670999999999253
2704,2.0,data2,Mortality,E07000193,East Staffordshire,97.4579,94.64296,92.9938,92.79903,93.82737,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-3.630529999999993,1.02834
2718,2.0,data2,Mortality,E07000194,Lichfield,102.8017,102.8091,103.4723,103.1633,103.6208,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,0.8191000000000059,0.457499999999996
2732,2.0,data2,Mortality,E07000195,Newcastle-under-Lyme,94.45617,94.70397,96.21401,95.69178,97.49346,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,3.0372899999999987,1.8016800000000046
2746,2.0,data2,Mortality,E07000196,South Staffordshire,104.6271,108.3366,104.7643,109.5193,108.2445,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,3.6174000000000035,-1.274799999999999
2760,2.0,data2,Mortality,E07000197,Stafford,104.6603,105.1299,101.931,103.3013,103.7618,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-0.8985000000000127,0.46049999999999613
2774,2.0,data2,Mortality,E07000198,Staffordshire Moorlands,101.2564,100.0156,100.5419,104.4385,107.0133,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,5.756900000000002,2.574799999999996
2788,2.0,data2,Mortality,E07000199,Tamworth,96.25205,93.92797,95.56011,94.76941,98.08425,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,1.8322000000000003,3.314840000000004
2802,2.0,data2,Mortality,E07000200,Babergh,113.7003,111.8238,113.8224,115.6628,116.0478,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.3474999999999966,0.3849999999999909
2816,2.0,data2,Mortality,E07000202,Ipswich,101.7215,103.7923,102.3489,101.623,101.3967,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-0.3248000000000104,-0.22630000000000905
2830,2.0,data2,Mortality,E07000203,Mid Suffolk,109.605,114.3709,114.9816,116.7435,115.6146,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,6.009599999999992,-1.1289000000000016
2844,2.0,data2,Mortality,E07000207,Elmbridge,117.1824,116.4622,116.264,116.334,118.2926,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.1101999999999919,1.95859999999999
2858,2.0,data2,Mortality,E07000208,Epsom and Ewell,112.5982,113.9821,116.937,115.5159,116.3354,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,3.7372000000000014,0.819500000000005
2872,2.0,data2,Mortality,E07000209,Guildford,112.6036,113.1091,113.0074,113.3789,115.484,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,2.8803999999999945,2.105099999999993
2886,2.0,data2,Mortality,E07000210,Mole Valley,114.469,113.7108,115.6561,119.66,120.6411,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,6.1721,0.9810999999999979
2900,2.0,data2,Mortality,E07000211,Reigate and Banstead,107.9896,107.696,109.3065,111.9648,112.0783,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,4.088700000000003,0.11350000000000193
2914,2.0,data2,Mortality,E07000212,Runnymede,110.5378,111.3529,108.0459,106.1799,105.4502,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-5.087600000000009,-0.7297000000000082
2928,2.0,data2,Mortality,E07000213,Spelthorne,104.4652,106.2632,107.624,106.7226,105.5501,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.0849000000000046,-1.1724999999999994
2942,2.0,data2,Mortality,E07000214,Surrey Heath,112.8031,114.2708,116.0273,116.2072,117.6987,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,4.895600000000002,1.491500000000002
2956,2.0,data2,Mortality,E07000215,Tandridge,109.2801,111.4542,114.1347,115.7218,114.5483,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,5.268199999999993,-1.1735000000000042
2970,2.0,data2,Mortality,E07000216,Waverley,111.7931,114.3381,115.8149,115.3334,113.3952,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,1.6021000000000072,-1.9381999999999948
2984,2.0,data2,Mortality,E07000217,Woking,111.8326,106.9082,107.1185,109.1471,112.695,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.8623999999999938,3.5478999999999985
2998,2.0,data2,Mortality,E07000218,North Warwickshire,95.79919,97.55958,101.2849,96.66222,98.0884,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,2.289209999999997,1.426179999999988
3012,2.0,data2,Mortality,E07000219,Nuneaton and Bedworth,92.1197,92.10818,91.09291,92.34577,91.89956,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-0.22014000000000067,-0.44621000000000777
3026,2.0,data2,Mortality,E07000220,Rugby,107.4812,102.5394,103.508,100.6561,102.4189,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-5.062300000000008,1.7627999999999986
