,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
2887,3.0,data3,Personal well-being,E07000210,Mole Valley,110.7934,113.1033,93.28545,108.7294,107.372,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-3.4214000000000055,-1.3573999999999984
2901,3.0,data3,Personal well-being,E07000211,Reigate and Banstead,117.0238,88.46342,92.7668,107.587,101.994,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-15.029799999999994,-5.5930000000000035
2915,3.0,data3,Personal well-being,E07000212,Runnymede,87.2227,108.3908,92.69168,112.9389,109.6845,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,22.461799999999997,-3.254400000000004
2929,3.0,data3,Personal well-being,E07000213,Spelthorne,100.0647,99.9934,99.96451,95.62357,117.2626,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,17.197900000000004,21.639030000000005
2943,3.0,data3,Personal well-being,E07000214,Surrey Heath,92.82146,97.59261,120.3658,82.58735,88.98946,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-3.832000000000008,6.402109999999993
2957,3.0,data3,Personal well-being,E07000215,Tandridge,103.7128,102.7267,105.0175,103.3689,101.9243,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-1.788499999999999,-1.444599999999994
2971,3.0,data3,Personal well-being,E07000216,Waverley,110.7204,122.1352,111.2275,107.1804,104.0162,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-6.7042,-3.164200000000008
2985,3.0,data3,Personal well-being,E07000217,Woking,94.49042,123.5162,104.8004,126.0974,102.4248,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,7.934380000000004,-23.67259999999999
2999,3.0,data3,Personal well-being,E07000218,North Warwickshire,116.1065,133.7913,111.8279,119.1059,108.2361,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-7.870400000000004,-10.869800000000012
3013,3.0,data3,Personal well-being,E07000219,Nuneaton and Bedworth,102.7761,93.92213,103.6372,109.0858,96.01702,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-6.759079999999997,-13.068780000000004
3027,3.0,data3,Personal well-being,E07000220,Rugby,108.6145,114.0443,105.6999,117.8951,111.7672,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,3.152699999999996,-6.127899999999997
3041,3.0,data3,Personal well-being,E07000221,Stratford-on-Avon,107.9828,116.12,104.3643,100.6594,113.5934,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,5.610600000000005,12.933999999999997
3055,3.0,data3,Personal well-being,E07000222,Warwick,99.73801,107.3067,115.7225,113.1788,110.6482,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,10.91019,-2.5305999999999926
3069,3.0,data3,Personal well-being,E07000223,Adur,106.8853,87.97499,106.2053,87.71274,87.46125,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-19.424049999999994,-0.2514899999999898
3083,3.0,data3,Personal well-being,E07000224,Arun,105.8055,96.16706,113.788,114.6364,116.3287,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,10.523200000000003,1.692300000000003
3097,3.0,data3,Personal well-being,E07000225,Chichester,101.3904,121.0108,116.8768,127.3008,90.63191,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-10.758489999999995,-36.66888999999999
3111,3.0,data3,Personal well-being,E07000226,Crawley,105.6593,101.6538,104.1874,110.6844,112.0369,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,6.377600000000001,1.3525000000000063
3125,3.0,data3,Personal well-being,E07000227,Horsham,118.4715,99.66907,89.80232,121.3177,119.0835,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,0.6119999999999948,-2.2342000000000013
3139,3.0,data3,Personal well-being,E07000228,Mid Sussex,114.2235,117.0918,107.9115,104.4166,102.3784,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-11.845100000000002,-2.0382000000000033
3153,3.0,data3,Personal well-being,E07000229,Worthing,86.63275,91.25188,100.1926,109.4637,102.7753,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,16.14255,-6.6884000000000015
3167,3.0,data3,Personal well-being,E07000234,Bromsgrove,103.9812,111.7171,120.0913,114.5332,90.56049,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-13.42071,-23.972709999999992
3181,3.0,data3,Personal well-being,E07000235,Malvern Hills,121.8019,103.4463,110.7961,103.0548,94.60815,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-27.19375000000001,-8.446650000000005
3195,3.0,data3,Personal well-being,E07000236,Redditch,96.44108,109.0786,100.4955,107.8419,105.892,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,9.450919999999996,-1.9498999999999995
3209,3.0,data3,Personal well-being,E07000237,Worcester,92.24858,93.98287,99.93147,92.53912,105.3299,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,13.081319999999991,12.790779999999998
